"Geneid","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000166348.17",0.53222015116765,6.82290744838718,3.43279350226932,0.0019734087709203,0.542363657417497,-1.58300551620778
"ENSG00000137310.11",-0.340755733271639,1.93753341603458,-3.43268231829288,0.00197396701528847,0.542363657417497,-1.58319972159741
"ENSG00000176903.4",-0.432305476611473,2.74797753645987,-3.42813935031086,0.00199690822548855,0.542363657417497,-1.59113383013023
"ENSG00000172530.19",-0.312856009890284,2.83007773924195,-3.42106798549636,0.00203313249922945,0.542363657417497,-1.60347934704723
"ENSG00000177854.7",-0.371890493224172,1.77306956543887,-3.41346118302962,0.00207281054165734,0.542363657417497,-1.61675369283989
"ENSG00000139173.9",-0.33686606679478,1.52320227230475,-3.40739065259528,0.00210501249162936,0.542363657417497,-1.62734265617524
"ENSG00000118960.12",-0.265235625819354,2.83774650670766,-3.37821936020783,0.00226663572254896,0.542363657417497,-1.67816970721874
"ENSG00000215375.6",-0.65800385587768,2.7523823584526,-3.37803996072068,0.00226766590827253,0.542363657417497,-1.67848198797835
"ENSG00000115963.13",-0.630399441267928,1.76090118090399,-3.377744383289,0.00226936422386817,0.542363657417497,-1.67899649162791
"ENSG00000110107.8",-0.187133020544077,5.02453733122523,-3.36480909757756,0.00234490462173435,0.542363657417497,-1.70150263581491
"ENSG00000250565.6",-0.337312190721058,2.05637681911123,-3.35195733182068,0.00242236303889973,0.542363657417497,-1.72384388593072
"ENSG00000128951.13",-0.225556952150954,3.6766464474446,-3.3482228028897,0.00244533132598517,0.542363657417497,-1.73033219408094
"ENSG00000101337.15",-0.188710828982972,4.79626977869735,-3.32884740982219,0.0025679143175154,0.542363657417497,-1.7639672236756
"ENSG00000135365.15",-0.178291625377613,4.18342372706279,-3.32736898152973,0.00257750790403109,0.542363657417497,-1.76653180889535
"ENSG00000175782.9",-0.286502207316251,3.27972703396643,-3.31976755621123,0.00262738297413731,0.542363657417497,-1.77971341522924
"ENSG00000244257.5",-0.274378150567039,3.27811133447527,-3.315682741631,0.00265456821665868,0.542363657417497,-1.78679384256356
"ENSG00000122884.12",0.405603456865224,4.54616205873717,3.31144266776356,0.00268307391300552,0.542363657417497,-1.79414112463394
"ENSG00000185436.11",-0.457008754758936,2.65689520421146,-3.30296528234672,0.00274095525697557,0.542363657417497,-1.80882392277259
"ENSG00000119321.8",-0.199352932902602,4.31639707046676,-3.29856914098349,0.00277144353560931,0.542363657417497,-1.81643432478313
"ENSG00000065268.10",-0.326678929195083,3.97512613373037,-3.29309209345533,0.00280988611559495,0.542363657417497,-1.82591237521221
"ENSG00000121940.15",-0.237054423619797,3.773426938717,-3.28292689458051,0.00288260159465241,0.542363657417497,-1.84349268628053
"ENSG00000166619.12",-0.270053916847546,7.37606803262485,-3.27234482864008,0.00296022551750653,0.542363657417497,-1.8617791113201
"ENSG00000135919.12",-0.894689022906279,2.22323981443077,-3.26047117257967,0.00304972240681841,0.542363657417497,-1.88227914854418
"ENSG00000143429.10",-0.346814927516074,1.0458005382633,-3.25870778006241,0.00306323421580421,0.542363657417497,-1.88532199713749
"ENSG00000075914.12",0.505084796412933,3.78076231257723,3.25863365866425,0.00306380342430643,0.542363657417497,-1.8854498888892
"ENSG00000143603.18",-0.623379721994112,4.13543388722488,-3.25444858757842,0.00309610810179988,0.542363657417497,-1.8926697092982
"ENSG00000140280.13",-0.454402715863457,2.38178502402125,-3.25088451245266,0.00312387773397242,0.542363657417497,-1.89881627726122
"ENSG00000013563.13",-0.253530813955712,6.00279840082673,-3.24638841557832,0.00315925153015368,0.542363657417497,-1.9065676268144
"ENSG00000138449.10",0.448723575759699,5.60353329139314,3.23345645563611,0.00326315885825568,0.542363657417497,-1.92884637655167
"ENSG00000183580.9",-0.328090397379555,1.86901285003923,-3.21670638296434,0.00340264135290778,0.542363657417497,-1.95766655380032
"ENSG00000013016.14",-0.443494699635415,1.71123716307929,-3.2137530864709,0.00342782170963548,0.542363657417497,-1.96274368052501
"ENSG00000129910.7",-0.30101680669641,5.89725208049447,-3.21168696361855,0.00344554428390561,0.542363657417497,-1.96629485530684
"ENSG00000074755.14",-0.176342959434399,5.97964036170686,-3.20737067609164,0.00348285278904692,0.542363657417497,-1.97371145507889
"ENSG00000166436.15",-0.37099945973214,3.12726515501648,-3.20611748974809,0.00349375744871207,0.542363657417497,-1.97586425540044
"ENSG00000279095.1",-0.334241126930513,2.55768515896112,-3.20383562647671,0.00351369753168841,0.542363657417497,-1.97978356819402
"ENSG00000163479.13",-0.170184617282061,4.39967271260468,-3.18834929068008,0.0036519437179449,0.542363657417497,-2.00636173300121
"ENSG00000228300.13",-0.362061318698648,2.52442839734793,-3.18381329286877,0.003693416120407,0.542363657417497,-2.01413953868065
"ENSG00000106348.16",-0.340348066931542,2.06300540627091,-3.18312435574681,0.00369975447292799,0.542363657417497,-2.01532056743213
"ENSG00000105559.11",-0.546311833250449,3.88455369057995,-3.18231270615717,0.00370723520680659,0.542363657417497,-2.01671186389814
"ENSG00000088727.12",-0.357390704925696,1.56582202093208,-3.17931839217195,0.00373495874913548,0.542363657417497,-2.02184369979294
"ENSG00000281181.1",0.563557026000413,4.94927844700676,3.17401751089829,0.00378452703714276,0.542363657417497,-2.03092520404981
"ENSG00000280614.1",0.563443980605205,4.94894689333378,3.17369856835498,0.00378752950986884,0.542363657417497,-2.03147147665042
"ENSG00000280800.1",0.563119159159514,4.94895314983161,3.17332469945348,0.00379105196166556,0.542363657417497,-2.03211180446456
"ENSG00000128872.9",-0.359983879452251,2.2059636694538,-3.16914479729568,0.00383064814847845,0.542363657417497,-2.03926923754554
"ENSG00000078804.12",0.436025098970451,6.11729170573216,3.16845071120498,0.00383726153481444,0.542363657417497,-2.0404574824458
"ENSG00000130338.12",-0.345888076992385,4.81329505542523,-3.16653502611594,0.00385557146134357,0.542363657417497,-2.0437366513524
"ENSG00000105472.12",-0.394532231965695,1.42145007904325,-3.16570084636002,0.00386357064645062,0.542363657417497,-2.04516437261608
"ENSG00000260604.2",0.609858292071468,1.19802697055835,3.16522434186495,0.00386814712723968,0.542363657417497,-2.04597987287625
"ENSG00000216285.5",-0.234917175499821,1.50592843862248,-3.1645942073849,0.00387420710175993,0.542363657417497,-2.04705824287983
"ENSG00000131374.14",-0.204906898400133,3.7342699413933,-3.15488910328064,0.00396869910681348,0.542363657417497,-2.06365881576454
"ENSG00000281383.1",0.553517253865952,4.74649220777091,3.14386812265154,0.00407868349389654,0.542363657417497,-2.08249158427492
"ENSG00000131149.17",-0.248472134800975,5.77631373581555,-3.14332988515304,0.00408412903590314,0.542363657417497,-2.08341081844365
"ENSG00000226833.5",0.418684299854222,1.37800741821571,3.14231876942383,0.00409437770914634,0.542363657417497,-2.08513753272654
"ENSG00000149823.7",-0.151495940105453,6.04944063962175,-3.13954652552155,0.00412260381023285,0.542363657417497,-2.08987091194093
"ENSG00000134324.11",-0.264961837123662,6.87124750982091,-3.12569782686693,0.00426642247724358,0.542363657417497,-2.11349720143372
"ENSG00000138660.11",-0.254811125297965,1.90846158172923,-3.11778073025502,0.00435078816212024,0.542363657417497,-2.12698945012046
"ENSG00000133195.11",-0.311835316142787,1.28707551756787,-3.11613362469089,0.00436853961785245,0.542363657417497,-2.12979508933481
"ENSG00000185669.5",0.829003290895042,4.24948100033541,3.11563700232473,0.004373905492277,0.542363657417497,-2.13064093245723
"ENSG00000164398.12",0.363458512533876,1.42652108705427,3.11474939614171,0.00438351156857591,0.542363657417497,-2.13215259056571
"ENSG00000100034.13",-0.273371775853868,4.08571781762584,-3.10145803942398,0.00452979488836062,0.542363657417497,-2.1547724661942
"ENSG00000123989.13",-0.436323275858697,3.27907043190341,-3.10077308834397,0.00453745861156175,0.542363657417497,-2.15593731712301
"ENSG00000169221.13",-0.244507552995675,5.00466585977373,-3.09279112837106,0.00462768614715942,0.542363657417497,-2.16950563798954
"ENSG00000134014.16",-0.189993464527915,4.55636585018578,-3.08959320591918,0.00466431470302416,0.542363657417497,-2.17493854822513
"ENSG00000170921.14",-0.308408348644461,2.62469392663556,-3.08944802730047,0.00466598412169757,0.542363657417497,-2.1751851473471
"ENSG00000101997.12",-0.183966502312719,3.70879257672879,-3.08362376875973,0.00473343098579651,0.542363657417497,-2.18507508872334
"ENSG00000234636.2",-0.278058668399512,1.45403494237099,-3.07798999147701,0.00479955835069387,0.542363657417497,-2.194635810792
"ENSG00000114541.14",-0.339705037150287,1.36454290678171,-3.07247918981949,0.00486509610474982,0.542363657417497,-2.20398230913027
"ENSG00000278619.4",-0.275634470060548,2.12425986652894,-3.07185367076642,0.00487258897739902,0.542363657417497,-2.20504286242335
"ENSG00000216921.7",0.877415546821096,1.11491933832001,3.07092417875698,0.00488374340854076,0.542363657417497,-2.20661866376537
"ENSG00000168040.4",-0.262534294764358,1.65119620158638,-3.06646087167592,0.00493764640087251,0.542363657417497,-2.21418327947118
"ENSG00000187764.11",-0.381547212853993,6.61700625490985,-3.06609509657719,0.00494208895013705,0.542363657417497,-2.21480305064626
"ENSG00000013523.9",-0.204373363575504,3.51686267543969,-3.06545306459634,0.00494989603468632,0.542363657417497,-2.21589085373473
"ENSG00000108797.11",-0.2977125270394,2.96542661303132,-3.06411333986067,0.00496622500108818,0.542363657417497,-2.21816052376247
"ENSG00000101000.5",-0.335895958455676,1.18485332041027,-3.06199389053147,0.0049921626341823,0.542363657417497,-2.22175047793558
"ENSG00000228661.1",-0.306699218625596,0.82861693589871,-3.0572952223067,0.00505012673251557,0.542363657417497,-2.22970620462029
"ENSG00000148498.15",-0.250424900719625,5.61737605248655,-3.05677273073374,0.00505661190707003,0.542363657417497,-2.23059062923091
"ENSG00000130508.10",-0.430790659859585,3.52249736534962,-3.0336435943353,0.00535179246908981,0.542363657417497,-2.26969040585064
"ENSG00000119522.15",-0.191614445361318,4.09435168089906,-3.02515965321875,0.00546413290140096,0.542363657417497,-2.28400713879744
"ENSG00000179981.9",-0.418214249956098,3.93353483006046,-3.02132442352737,0.00551565211102224,0.542363657417497,-2.29047459456575
"ENSG00000100991.11",-0.158101105123921,5.52921371428003,-3.0172408842277,0.00557101586291654,0.542363657417497,-2.29735765992124
"ENSG00000169554.16",-0.334693781265762,4.18772483443537,-3.01206614769969,0.00564193507655715,0.542363657417497,-2.30607535813045
"ENSG00000205268.10",0.387772130981863,5.02808993300716,3.01093531158311,0.00565754721844444,0.542363657417497,-2.30797974343686
"ENSG00000184752.12",0.170268738626528,6.07375006974252,3.01069539342175,0.00566086477984686,0.542363657417497,-2.30838374564303
"ENSG00000168884.14",-0.26720239245184,4.10475219612335,-3.00857943677369,0.00569020437440085,0.542363657417497,-2.3119463527336
"ENSG00000141349.8",-0.223589376257615,3.95482970189634,-3.00828919728121,0.00569424008250875,0.542363657417497,-2.31243495657453
"ENSG00000119013.8",0.185075007058032,5.83299559912386,3.0068366195635,0.00571447882968654,0.542363657417497,-2.31488005105058
"ENSG00000064687.12",-0.466063309166936,3.99227252003835,-3.00638884403122,0.00572073148847322,0.542363657417497,-2.31563369894138
"ENSG00000113389.15",-0.773839443723775,1.0420355155047,-3.00359901146226,0.00575983528314559,0.542363657417497,-2.32032835839167
"ENSG00000006756.15",-0.27100653945003,1.15256368636325,-3.00239722834392,0.00577675847707676,0.542363657417497,-2.32235021588398
"ENSG00000178573.6",-0.483980132602842,6.24649643230139,-3.0001211628284,0.00580893931513109,0.542363657417497,-2.32617864418665
"ENSG00000127124.13",0.31160466536575,2.51629003997779,2.99537502315505,0.00587659413930777,0.542363657417497,-2.33415852817932
"ENSG00000159658.10",-0.157060791733104,5.6829228925122,-2.9943386013211,0.0058914675225191,0.542363657417497,-2.33590051200842
"ENSG00000141252.19",-0.219731616374692,4.60908987891018,-2.9919633211751,0.00592568979017993,0.542363657417497,-2.33989199688165
"ENSG00000152291.13",-0.161945818590241,5.67515642996266,-2.9918136172941,0.00592785300366296,0.542363657417497,-2.34014352557807
"ENSG00000251634.2",-0.313152339598257,0.79229596071607,-2.99064144411091,0.00594481685662408,0.542363657417497,-2.34211282653607
"ENSG00000116857.16",-0.839599723919669,3.42865066223868,-2.98822242477544,0.00597997145860632,0.542363657417497,-2.34617601223316
"ENSG00000100027.14",-0.360250970408261,2.57882644726643,-2.98822207999004,0.00597997648330568,0.542363657417497,-2.34617659127969
"ENSG00000127554.12",-0.210562982723035,3.53628213469134,-2.98788936887608,0.00598482709273413,0.542363657417497,-2.34673534863708
"ENSG00000020256.19",-0.207751085997807,2.59902311381365,-2.9799084834105,0.00610230935157652,0.542363657417497,-2.36013182055143
"ENSG00000211459.2",0.471457793892936,6.84517883771104,2.97950555637134,0.00610829844080089,0.542363657417497,-2.3608078202609
"ENSG00000136144.11",-0.346479930448156,2.40640589057359,-2.97909057769067,0.00611447251130851,0.542363657417497,-2.36150400486216
"ENSG00000021300.13",-0.483530653783983,2.63888206068789,-2.9724262454165,0.00621444173495052,0.542363657417497,-2.37267955375517
"ENSG00000166343.9",-0.505204734016269,7.0763386974346,-2.96935157086886,0.00626108614227448,0.542363657417497,-2.37783247851516
"ENSG00000263934.4",0.380981656957144,1.18626127147581,2.96001042292474,0.00640484705662493,0.542363657417497,-2.39347561753283
"ENSG00000235314.1",-0.359199444653288,2.82516659593335,-2.95921803107528,0.00641718535766668,0.542363657417497,-2.39480176541071
"ENSG00000205572.9",-0.362958160744491,2.92424141129569,-2.95805451645033,0.00643534334747701,0.542363657417497,-2.39674878856065
"ENSG00000115159.15",-0.450451174071104,4.81921771114608,-2.95313275561576,0.00651269470953785,0.542363657417497,-2.40498173685366
"ENSG00000179978.11",-0.35287582378128,0.923171617485684,-2.95277044794592,0.0065184235871654,0.542363657417497,-2.40558759265131
"ENSG00000196923.13",-0.473580892019271,7.7542201795124,-2.95008689170818,0.00656100582001526,0.542363657417497,-2.41007421651083
"ENSG00000119865.8",-0.464181269912672,2.39946414995934,-2.93806014663478,0.0067551113736196,0.542363657417497,-2.43016305279754
"ENSG00000100147.13",-0.236944025858754,0.901885897985045,-2.93616401388455,0.00678620729631636,0.542363657417497,-2.43332745693358
"ENSG00000230479.1",-0.436715721454955,1.12810011275264,-2.92961321934161,0.00689468714470097,0.542363657417497,-2.44425399514683
"ENSG00000101346.11",-0.1555490414162,4.28042504257742,-2.92796197421673,0.00692229004909324,0.542363657417497,-2.44700677442801
"ENSG00000112763.15",-0.258416258706484,3.26411151030509,-2.92604923612269,0.00695439528374174,0.542363657417497,-2.4501947540377
"ENSG00000075826.16",0.287911162480097,4.34229696041779,2.92377040619216,0.00699282981836236,0.542363657417497,-2.45399187356916
"ENSG00000177283.5",-0.290761593047907,2.45416317070319,-2.9237337001985,0.00699345054454144,0.542363657417497,-2.45405302606939
"ENSG00000156411.9",0.171306647100816,6.14831180958925,2.92191763239248,0.00702422699198946,0.542363657417497,-2.45707824702062
"ENSG00000136807.11",-0.24275391513399,3.96390494499161,-2.91934959203272,0.00706796632423593,0.542363657417497,-2.46135489159527
"ENSG00000123992.18",-0.164368849008752,5.08662065934498,-2.91699120074736,0.00710836236211667,0.542363657417497,-2.46528113985263
"ENSG00000197892.12",-0.244248902554816,3.20390712161061,-2.91473146477998,0.00714727393661725,0.542363657417497,-2.46904201153107
"ENSG00000138796.15",0.222068208317962,6.7676859010352,2.91348162859326,0.00716888219788472,0.542363657417497,-2.47112163187996
"ENSG00000168779.19",-0.340591813695749,1.02957248833497,-2.91177805005371,0.00719843494398831,0.542363657417497,-2.47395569106987
"ENSG00000166189.7",-0.204998328097108,2.99607020410701,-2.91148743283702,0.00720348793285548,0.542363657417497,-2.47443909609413
"ENSG00000144218.18",-0.393042574035018,1.0780654832261,-2.91082315484454,0.00721505042991211,0.542363657417497,-2.4755439691779
"ENSG00000171604.11",-0.421821478814015,5.44992329624995,-2.90520630997184,0.00731352376574585,0.542363657417497,-2.48488242281622
"ENSG00000129993.14",-0.361285149257747,3.60600418342453,-2.90435077186236,0.00732863423161065,0.542363657417497,-2.48630421415838
"ENSG00000099330.8",-0.384705804990987,2.78167930444583,-2.90422842065583,0.00733079760889431,0.542363657417497,-2.4865075325104
"ENSG00000108946.14",-0.293590288779195,6.18771319164991,-2.90326637400093,0.00734782933392473,0.542363657417497,-2.48810610812547
"ENSG00000168887.10",-0.160862715878794,5.0751341626342,-2.90151303551579,0.00737896631085385,0.542363657417497,-2.49101900032353
"ENSG00000215908.8",-0.3575072479594,3.78853179975444,-2.89578721058705,0.00748152264643382,0.542363657417497,-2.50052680011034
"ENSG00000213859.4",-0.243673532741666,2.36209093713362,-2.89508944329365,0.00749411241178317,0.542363657417497,-2.50168495283624
"ENSG00000122965.10",-0.226797144765639,3.98750082106943,-2.89480356597456,0.00749927627002989,0.542363657417497,-2.50215942010104
"ENSG00000062598.17",-0.226674871567001,4.6723793067837,-2.89475825584391,0.00750009502526094,0.542363657417497,-2.50223461912618
"ENSG00000157837.15",-0.232336008274165,3.28573843329868,-2.88713043560171,0.0076391435729428,0.542363657417497,-2.51488760129827
"ENSG00000160439.15",0.296254898118037,3.24659155719392,2.88686743765381,0.00764398106921899,0.542363657417497,-2.51532362812511
"ENSG00000182541.17",-0.31971925851572,3.15320631443407,-2.88655088194065,0.00764980753649963,0.542363657417497,-2.5158484282646
"ENSG00000123395.14",-0.226663916938107,2.76324650645992,-2.88264695933728,0.00772200904595677,0.542363657417497,-2.52231866983045
"ENSG00000182134.15",-0.23635644016769,2.3695018707036,-2.88247372884603,0.00772522777950289,0.542363657417497,-2.52260569709297
"ENSG00000197324.8",-0.24224725928082,5.21842363768477,-2.87962997538451,0.00777824846267298,0.542363657417497,-2.52731656968028
"ENSG00000162222.13",-0.224178405155356,2.29427086224343,-2.87603033779305,0.00784585639603659,0.542363657417497,-2.53327698824494
"ENSG00000259498.1",-0.610956970298978,2.02762302654653,-2.87549374256147,0.00785598217004163,0.542363657417497,-2.534165251202
"ENSG00000133398.3",-0.233105484361974,2.96156199124882,-2.87515200904004,0.00786243726825111,0.542363657417497,-2.53473091203468
"ENSG00000147100.9",-0.355888511356264,2.29067158133311,-2.87409714752207,0.00788239451413819,0.542363657417497,-2.53647682367229
"ENSG00000142798.17",-0.264282109365101,7.33570469305246,-2.87391105621259,0.00788592020322111,0.542363657417497,-2.53678479891865
"ENSG00000160949.16",-0.288311044465343,1.00253909887565,-2.8729655189068,0.00790385743678282,0.542363657417497,-2.53834951135857
"ENSG00000139514.12",-0.510503074326539,1.88455286595416,-2.86986650762507,0.00796291798027335,0.542363657417497,-2.54347644657564
"ENSG00000176463.13",-0.347203048871115,2.69885855197928,-2.86939040493685,0.00797202840195282,0.542363657417497,-2.54426390562695
"ENSG00000162639.15",-0.464196529225473,1.27241992354817,-2.86830830836445,0.00799277145893393,0.542363657417497,-2.54605346661606
"ENSG00000187720.14",0.431446515312468,2.74800548489333,2.86635629866353,0.00803031935819546,0.542363657417497,-2.54928100247186
"ENSG00000159216.18",-0.842713857091638,2.02905797703547,-2.86561849054001,0.00804455487857699,0.542363657417497,-2.55050069792151
"ENSG00000033100.14",-0.312327227993392,2.84891986382819,-2.86336719444918,0.0080881398389044,0.542363657417497,-2.5542216172411
"ENSG00000214455.4",-0.205355736950156,1.30644519590237,-2.85618977897975,0.0082285899632586,0.542363657417497,-2.56607656468981
"ENSG00000166575.16",-0.37768355969146,1.39775042884045,-2.85498069350798,0.00825247554611465,0.542363657417497,-2.56807243802721
"ENSG00000166925.8",-0.179566348366919,4.25004738882444,-2.85222311865866,0.00830719711423523,0.542363657417497,-2.57262317651351
"ENSG00000111144.9",-0.174644763239814,4.51168064577003,-2.85163426030759,0.00831892683173826,0.542363657417497,-2.5735947212379
"ENSG00000109501.13",-0.203413744623781,4.07542772063568,-2.84999776884875,0.00835160705540563,0.542363657417497,-2.57629430828538
"ENSG00000100154.14",-0.240216312257121,4.14836661638761,-2.84822708708726,0.00838710367059887,0.542363657417497,-2.57921455313344
"ENSG00000139780.7",1.00690860319697,1.57527073411703,2.84768147488983,0.00839807018828798,0.542363657417497,-2.58011424011744
"ENSG00000188001.9",-0.571251748886808,1.29863866626891,-2.84411228946267,0.00847014386965002,0.542363657417497,-2.58599792462144
"ENSG00000245848.2",-0.563234769573458,2.27380698015022,-2.84285068631689,0.00849575932582513,0.542363657417497,-2.58807691982169
"ENSG00000178764.7",-0.228953890265704,5.17050180536173,-2.83959867041388,0.00856212579103147,0.542363657417497,-2.59343418597882
"ENSG00000124225.15",-0.440306751123057,4.72483893257309,-2.83640894779559,0.00862769649026804,0.542363657417497,-2.59868640509643
"ENSG00000162065.11",-0.232148389123777,3.3487796672,-2.83422023107431,0.00867296369562957,0.542363657417497,-2.60228896640129
"ENSG00000259881.1",-0.548978421401532,3.12162639048604,-2.83412176346444,0.00867500547302954,0.542363657417497,-2.60245101436728
"ENSG00000132640.14",-0.263886241347661,3.56813938864907,-2.83360528121099,0.00868572243905735,0.542363657417497,-2.6033009505348
"ENSG00000196526.10",-0.379368908369015,2.05689487924919,-2.83179967189952,0.00872328702107178,0.542363657417497,-2.60627180800941
"ENSG00000151135.9",-0.263068508299133,2.60269385456011,-2.82773000834523,0.00880851708142183,0.542363657417497,-2.61296497551526
"ENSG00000118596.11",0.620846112157159,1.37084068255383,2.82660409454888,0.00883223530749393,0.542363657417497,-2.61481600957777
"ENSG00000112679.14",-0.164966838554196,4.48069047282645,-2.82609575215085,0.00884296366609661,0.542363657417497,-2.61565163939896
"ENSG00000248008.2",-0.349778314207262,2.34371049904622,-2.82598352080836,0.00884533391974893,0.542363657417497,-2.61583612060108
"ENSG00000266718.1",-0.294471204226838,1.661233549374,-2.82514721925462,0.00886301496156901,0.542363657417497,-2.61721070318628
