gene_id,log2FC_PD_vs_old,p_value,FDR,significant
ENSG00000013563,-0.25353081395571486,0.0032731093243016664,0.5261052507122869,False
ENSG00000166619,-0.270053916847548,0.0032778847968682272,0.5261052507122869,False
ENSG00000156411,0.1713066471008151,0.0032857699027782623,0.5261052507122869,False
ENSG00000112679,-0.16496683855419647,0.0033821422495121023,0.5353114801813982,False
ENSG00000143429,-0.34681492751607357,0.003458243801296613,0.5369446932457146,False
ENSG00000176396,-0.1918566693348116,0.0034704486346309803,0.5369446932457146,False
ENSG00000127554,-0.2105629827230362,0.0035789581350211992,0.5385889533523218,False
ENSG00000168040,-0.2625342947643574,0.0035821183240217526,0.5385889533523218,False
ENSG00000134262,-0.1740035244452205,0.0036002473878755563,0.5385889533523218,False
ENSG00000166189,-0.20499832809710972,0.0036961567326047684,0.5385889533523218,False
ENSG00000183580,-0.32809039737955614,0.0037276542485767225,0.5385889533523218,False
ENSG00000065268,-0.32667892919508423,0.0037654650854354625,0.5385889533523218,False
ENSG00000100147,-0.23694402585875385,0.0038736551242589024,0.5385889533523218,False
ENSG00000162552,-0.758886784027182,0.003899702015207755,0.5385889533523218,False
ENSG00000234636,-0.2780586683995123,0.00393185980227227,0.5385889533523218,False
ENSG00000111144,-0.17464476323981604,0.0039421754763483115,0.5385889533523218,False
ENSG00000166348,0.5322201511676488,0.004051797840788698,0.5385889533523218,False
ENSG00000166925,-0.17956634836692054,0.004126809771685174,0.5385889533523218,False
ENSG00000116991,-0.657879075750281,0.0041415458941459924,0.5385889533523218,False
ENSG00000101126,-0.14133197682402976,0.004192084757308363,0.5385889533523218,False
ENSG00000278619,-0.2756344700605484,0.0042037381000632834,0.5385889533523218,False
ENSG00000279095,-0.33424112693051455,0.004245804636399834,0.5385889533523218,False
ENSG00000131149,-0.2484721348009753,0.004269505886957437,0.5385889533523218,False
ENSG00000063978,-0.16278690148749408,0.004374485419161511,0.5385889533523218,False
ENSG00000141349,-0.22358937625761532,0.004385796989796848,0.5385889533523218,False
ENSG00000133195,-0.3118353161427876,0.004408146664645137,0.5385889533523218,False
ENSG00000106348,-0.34034806693154196,0.004416855116033306,0.5385889533523218,False
ENSG00000115963,-0.6303994412679288,0.004482551467769009,0.5385889533523218,False
ENSG00000122884,0.40560345686522314,0.0045792350412951046,0.5385889533523218,False
ENSG00000185436,-0.4570087547589363,0.004591104559206991,0.5385889533523218,False
ENSG00000124177,-0.17349058407183104,0.0046028143992175126,0.5385889533523218,False
ENSG00000006756,-0.2710065394500303,0.004625722013771849,0.5385889533523218,False
ENSG00000088727,-0.35739070492569636,0.0046390029750909036,0.5385889533523218,False
ENSG00000169221,-0.24450755299567728,0.00465059324989974,0.5385889533523218,False
ENSG00000215375,-0.6580038558776806,0.004663009319677599,0.5385889533523218,False
ENSG00000129910,-0.3010168066964152,0.004668736847316573,0.5385889533523218,False
ENSG00000142687,-0.10730905277564862,0.0047639960220136335,0.5385889533523218,False
ENSG00000198416,-0.17821877089738902,0.004801166514073133,0.5385889533523218,False
ENSG00000162222,-0.22417840515535659,0.004821037632398234,0.5385889533523218,False
ENSG00000141252,-0.21973161637469296,0.004908924561798134,0.5385889533523218,False
ENSG00000134324,-0.2649618371236633,0.004952238559297055,0.5385889533523218,False
ENSG00000228300,-0.3620613186986481,0.00496169389145561,0.5385889533523218,False
ENSG00000228661,-0.30669921862559624,0.004986616245809404,0.5385889533523218,False
ENSG00000128872,-0.35998387945225074,0.005000817621045382,0.5385889533523218,False
ENSG00000100034,-0.2733717758538683,0.005038940869174233,0.5385889533523218,False
ENSG00000166436,-0.3709994597321411,0.005058507995449922,0.5385889533523218,False
ENSG00000174943,-0.21243535972224725,0.00512008391893932,0.5385889533523218,False
ENSG00000140280,-0.4544027158634574,0.005123831001391007,0.5385889533523218,False
ENSG00000170921,-0.30840834864446176,0.005234349950758391,0.5449709067104954,False
ENSG00000013016,-0.4434946996354152,0.005365236995927693,0.5449709067104954,False
ENSG00000123395,-0.22666391693810706,0.005367940517708271,0.5449709067104954,False
ENSG00000105472,-0.3945322319656952,0.00538606864547971,0.5449709067104954,False
ENSG00000148498,-0.25042490071962487,0.0055419940438946064,0.5449709067104954,False
ENSG00000108797,-0.2977125270393999,0.005552618022210558,0.5449709067104954,False
ENSG00000182134,-0.23635644016769009,0.005570890807876601,0.5449709067104954,False
ENSG00000213625,-0.17516185841712328,0.005614716392494314,0.5449709067104954,False
ENSG00000164398,0.3634585125338754,0.005616963776170412,0.5449709067104954,False
ENSG00000075914,0.5050847964129326,0.005716887493616042,0.5449709067104954,False
ENSG00000125149,-0.19563809297487245,0.005722113117583133,0.5449709067104954,False
ENSG00000114541,-0.33970503715028766,0.005758139706925213,0.5449709067104954,False
ENSG00000213859,-0.2436735327416666,0.0057650361251718575,0.5449709067104954,False
ENSG00000101000,-0.33589595845567644,0.005792052871964206,0.5449709067104954,False
ENSG00000128731,-0.15839119569892546,0.005831290954661082,0.5449709067104954,False
ENSG00000130193,-0.2059270410826941,0.005846373805095634,0.5449709067104954,False
ENSG00000130338,-0.3458880769923862,0.005857348888391672,0.5449709067104954,False
ENSG00000138449,0.448723575759697,0.005982591753134789,0.5492482689707069,False
ENSG00000109501,-0.20341374462378203,0.005983096611881339,0.5492482689707069,False
ENSG00000226833,0.4186842998542213,0.0060511484546279465,0.5518166504650783,False
ENSG00000133398,-0.23310548436197465,0.006163504631843321,0.5562319922446947,False
ENSG00000157837,-0.2323360082741659,0.006266829766609196,0.5562319922446947,False
ENSG00000143603,-0.6233797219941124,0.006280975899448056,0.5562319922446947,False
ENSG00000251634,-0.3131523395982574,0.006281491033353702,0.5562319922446947,False
ENSG00000197892,-0.24424890255481646,0.006301538909961683,0.5562319922446947,False
ENSG00000168884,-0.26720239245184096,0.0063479312522571425,0.5567580467744003,False
ENSG00000109111,-0.13373596538791688,0.006413738121069354,0.5584347599891245,False
ENSG00000060642,-0.220446742571903,0.006448157359351547,0.5584347599891245,False
ENSG00000135919,-0.8946890229062792,0.006495466763281295,0.5590161083148965,False
ENSG00000122965,-0.2267971447656394,0.006568971959026249,0.5599636277272321,False
ENSG00000137312,-0.18681434854280266,0.00658780738502626,0.5599636277272321,False
ENSG00000126062,-0.16663053431524277,0.006679550894165141,0.5633291315531345,False
ENSG00000127124,0.3116046653657496,0.0068373273093543145,0.5633291315531345,False
ENSG00000112763,-0.2584162587064842,0.006844222883867889,0.5633291315531345,False
ENSG00000138796,0.22206820831796126,0.006872670344878327,0.5633291315531345,False
ENSG00000078804,0.4360250989704504,0.006884062970279525,0.5633291315531345,False
ENSG00000179454,-0.1698722892789175,0.006912770149599563,0.5633291315531345,False
ENSG00000136807,-0.24275391513399125,0.006917779562685719,0.5633291315531345,False
ENSG00000105559,-0.5463118332504506,0.007053310086810179,0.5633291315531345,False
ENSG00000168591,-0.1596538236466083,0.007070241477253798,0.5633291315531345,False
ENSG00000062598,-0.22667487156700172,0.007126518076855991,0.5633291315531345,False
ENSG00000260604,0.6098582920714678,0.007166437282834779,0.5633291315531345,False
ENSG00000281181,0.5635570260004137,0.007401268050072168,0.5633291315531345,False
ENSG00000280614,0.5634439806052045,0.0074060931629332935,0.5633291315531345,False
ENSG00000280800,0.5631191591595135,0.007411070394007956,0.5633291315531345,False
ENSG00000162065,-0.23214838912377767,0.007482092649241145,0.5633291315531345,False
ENSG00000123989,-0.4363232758586979,0.007515343454902872,0.5633291315531345,False
ENSG00000177283,-0.29076159304790794,0.00751960534200909,0.5633291315531345,False
ENSG00000162419,-0.21856558964896333,0.007529472222766731,0.5633291315531345,False
ENSG00000160949,-0.28831104446534317,0.007778331224414138,0.5633291315531345,False
ENSG00000184967,-0.21744164164022362,0.007799642856056426,0.5633291315531345,False
ENSG00000281383,0.5535172538659499,0.00785610742495976,0.5633291315531345,False
ENSG00000174206,-0.221035092362867,0.007887794759185737,0.5633291315531345,False
ENSG00000072134,-0.1950949793435277,0.007896094011780234,0.5633291315531345,False
ENSG00000159111,-0.16206507139781312,0.00790910447856995,0.5633291315531345,False
ENSG00000115306,-0.1598548035617,0.00792836579446399,0.5633291315531345,False
ENSG00000136144,-0.34647993044815717,0.00802812429916772,0.5633291315531345,False
ENSG00000169554,-0.3346937812657629,0.008144693230872399,0.5633291315531345,False
ENSG00000135956,-0.19699830568232457,0.008153415357003682,0.5633291315531345,False
ENSG00000187764,-0.3815472128539952,0.008158203483359628,0.5633291315531345,False
ENSG00000227232,-0.226900985008339,0.008169436103500943,0.5633291315531345,False
ENSG00000179978,-0.3528758237812806,0.00821901481483139,0.5633291315531345,False
ENSG00000100027,-0.36025097040826237,0.008242155609432306,0.5633291315531345,False
ENSG00000197157,-0.16544203535765867,0.00824822373815874,0.5633291315531345,False
ENSG00000259845,-0.24077211506308227,0.008288238551194036,0.5633291315531345,False
ENSG00000160208,-0.17938447042628036,0.008424457942812645,0.5633291315531345,False
ENSG00000108591,-0.17770529902560295,0.00843813448801917,0.5633291315531345,False
ENSG00000100154,-0.2402163122571226,0.008554450046420222,0.5633291315531345,False
ENSG00000197324,-0.2422472592808207,0.008574075004913986,0.5633291315531345,False
ENSG00000151135,-0.263068508299134,0.008599248593923163,0.5633291315531345,False
ENSG00000116922,-0.22797864846015647,0.00867168675641002,0.5633291315531345,False
ENSG00000049618,-0.17865621924860342,0.008695660567283922,0.5633291315531345,False
ENSG00000171443,-0.18219706994353224,0.00876953202224474,0.5633291315531345,False
ENSG00000263934,0.3809816569571437,0.008773071939355089,0.5633291315531345,False
ENSG00000178764,-0.22895389026570534,0.008815221111689763,0.5633291315531345,False
ENSG00000168779,-0.34059181369574976,0.008826627232800498,0.5633291315531345,False
ENSG00000130508,-0.430790659859587,0.008844282775491666,0.5633291315531345,False
ENSG00000075826,0.2879111624800972,0.008941440684155666,0.5633291315531345,False
ENSG00000158545,-0.1673151642938917,0.00897382289599425,0.5633291315531345,False
ENSG00000235314,-0.3591994446532878,0.008993457671208188,0.5633291315531345,False
ENSG00000185669,0.8290032908950411,0.008998803298926848,0.5633291315531345,False
ENSG00000119574,-0.16142462761068233,0.0090454062521706,0.5633291315531345,False
ENSG00000198663,-0.20177903685624798,0.009054367094385403,0.5633291315531345,False
ENSG00000107263,-0.16304543176764685,0.009099626518716212,0.5633291315531345,False
ENSG00000179981,-0.41821424995609924,0.009119617915783316,0.5633291315531345,False
ENSG00000172888,-0.15973949258148767,0.009127633122467064,0.5633291315531345,False
ENSG00000144455,-0.25801826052441346,0.009132178666690966,0.5633291315531345,False
ENSG00000205572,-0.36295816074449094,0.00915921858252709,0.5633291315531345,False
ENSG00000160439,0.2962548981180366,0.00926234951910405,0.5633291315531345,False
ENSG00000205268,0.38777213098186003,0.00927720848549488,0.5633291315531345,False
ENSG00000254087,-0.2818303861873692,0.009312213322363079,0.5633291315531345,False
ENSG00000277150,-0.2478522298574224,0.009349672238465808,0.5633291315531345,False
ENSG00000162976,-0.28778438223994196,0.009421771238274835,0.5633291315531345,False
ENSG00000173120,-0.1894495249191035,0.009446946099517694,0.5633291315531345,False
ENSG00000266718,-0.2944712042268387,0.009514894919880192,0.5633291315531345,False
ENSG00000103343,-0.18833596476463832,0.009528560386333915,0.5633291315531345,False
ENSG00000132640,-0.2638862413476608,0.009578451140804163,0.5633291315531345,False
ENSG00000257365,-0.20297485121070435,0.00961308368120228,0.5633291315531345,False
ENSG00000177888,-0.25525386029246455,0.009617130365092265,0.5633291315531345,False
ENSG00000204590,-0.21432864359920867,0.009646892455081078,0.5633291315531345,False
ENSG00000142798,-0.2642821093651033,0.009649207148682986,0.5633291315531345,False
ENSG00000144021,-0.18777319360605826,0.009693715472825052,0.5633291315531345,False
ENSG00000149929,-0.16692691921807246,0.009697650711174144,0.5633291315531345,False
ENSG00000216921,0.8774155468210951,0.009702137098838387,0.5633291315531345,False
ENSG00000146535,-0.2321791235952806,0.009758924682683027,0.5633291315531345,False
ENSG00000214192,-0.18808200524623553,0.00979841787836197,0.5633291315531345,False
ENSG00000230844,-0.2924450117696409,0.009811401906152144,0.5633291315531345,False
ENSG00000258199,-0.24528493797369388,0.009840239717156248,0.5633291315531345,False
ENSG00000065135,-0.2634917479025467,0.009870887629713122,0.5633291315531345,False
ENSG00000064687,-0.4660633091669353,0.009936710760563334,0.5633291315531345,False
ENSG00000182541,-0.3197192585157209,0.009964603325915677,0.5633291315531345,False
ENSG00000177917,-0.2344597064215752,0.01001986845575726,0.5633291315531345,False
ENSG00000033100,-0.31232722799339196,0.010070847455486604,0.5633291315531345,False
ENSG00000108946,-0.29359028877919613,0.010107640198100579,0.5633291315531345,False
ENSG00000005810,-0.1597474905636629,0.010129918661981168,0.5633291315531345,False
ENSG00000118707,-0.24870906548068383,0.010163320522690065,0.5633291315531345,False
ENSG00000144218,-0.3930425740350182,0.010163722918300803,0.5633291315531345,False
ENSG00000075539,-0.22064635626851103,0.010358004376668778,0.5633291315531345,False
ENSG00000021300,-0.48353065378398474,0.010407503286853229,0.5633291315531345,False
ENSG00000184677,-0.2031372518282497,0.010433303134095248,0.5633291315531345,False
ENSG00000153006,-0.1453841517313581,0.010440193833293471,0.5633291315531345,False
ENSG00000161509,-0.31443139721505975,0.010457808705914352,0.5633291315531345,False
ENSG00000230479,-0.43671572145495463,0.01047817458594152,0.5633291315531345,False
ENSG00000178573,-0.4839801326028432,0.01049620733080708,0.5633291315531345,False
ENSG00000176055,-0.2778970453881924,0.010601758974563967,0.5633291315531345,False
ENSG00000180902,-0.14053421898587537,0.010659410707630717,0.5633291315531345,False
ENSG00000011454,-0.13268073727007312,0.010668544084179676,0.5633291315531345,False
ENSG00000119421,0.1777993035505796,0.010669717836117188,0.5633291315531345,False
ENSG00000147100,-0.3558885113562651,0.010683869392078734,0.5633291315531345,False
ENSG00000081177,-0.18155173904186128,0.010781448914919362,0.5633291315531345,False
ENSG00000099330,-0.3847058049909884,0.010818127579769236,0.5633291315531345,False
ENSG00000176463,-0.3472030488711151,0.010844093412113065,0.5633291315531345,False
ENSG00000129993,-0.361285149257748,0.010858870893733575,0.5633291315531345,False
ENSG00000211459,0.47145779389293363,0.010875733780478163,0.5633291315531345,False
ENSG00000160410,-0.30667511368168343,0.010948961294896305,0.5633291315531345,False
ENSG00000119865,-0.4641812699126726,0.010961688471951362,0.5633291315531345,False
ENSG00000113389,-0.7738394437237754,0.010963849473946264,0.5633291315531345,False
ENSG00000215908,-0.35750724795940014,0.011116326842682064,0.5638434628747251,False
ENSG00000172465,-0.17173775610725217,0.01112724542128494,0.5638434628747251,False
ENSG00000101096,-0.2727158871543738,0.011220821623470666,0.5638434628747251,False
ENSG00000275023,-0.19327832350967533,0.011235383823705402,0.5638434628747251,False
ENSG00000115159,-0.45045117407110524,0.011268319668135688,0.5638434628747251,False
ENSG00000166343,-0.50520473401627,0.011336436808656097,0.5638434628747251,False
ENSG00000116539,-0.17778245841356544,0.011347820314917347,0.5638434628747251,False
ENSG00000166140,-0.21668923477555468,0.01136003527856769,0.5638434628747251,False
ENSG00000250462,-0.1908850705794618,0.011374225290635238,0.5638434628747251,False
ENSG00000166575,-0.37768355969146006,0.01138333207546649,0.5638434628747251,False
ENSG00000196923,-0.4735808920192728,0.011518222579692934,0.5653886162800803,False
ENSG00000106330,-0.211339949251518,0.01158049388882347,0.5653886162800803,False
ENSG00000178105,-0.243968460919882,0.011636609910569588,0.5653886162800803,False
ENSG00000131408,-0.17154483775544538,0.01168394315523449,0.5653886162800803,False
ENSG00000259456,-0.1927992581746074,0.011728483613264836,0.5653886162800803,False
ENSG00000116857,-0.8395997239196693,0.01173097244856854,0.5653886162800803,False
ENSG00000185019,-0.2360193595878637,0.011794253278567193,0.5653886162800803,False
ENSG00000131748,-0.20524133016327184,0.011805172192494903,0.5653886162800803,False
ENSG00000119431,-0.26499273488382724,0.011829026574341699,0.5653886162800803,False
ENSG00000248008,-0.34977831420726346,0.01190285816473794,0.5653886162800803,False
ENSG00000213963,-0.24601379765522136,0.011941207214536922,0.5653886162800803,False
ENSG00000141580,-0.17935368893101344,0.0120069627532422,0.5653886162800803,False
ENSG00000213563,-0.31185187196903197,0.012109088973908264,0.5653886162800803,False
ENSG00000091622,-0.24801895458032175,0.01212452534466921,0.5653886162800803,False
ENSG00000220785,-0.3268575672522718,0.012276855852362954,0.5653886162800803,False
ENSG00000196526,-0.3793689083690157,0.012337897004280953,0.5653886162800803,False
ENSG00000171604,-0.42182147881401555,0.012342408311411642,0.5653886162800803,False
ENSG00000163472,-0.20611482102032852,0.0123805007986621,0.5653886162800803,False
ENSG00000184014,-0.17785591857606775,0.012426012773337478,0.5653886162800803,False
ENSG00000125844,-0.3050775216150239,0.012431366676884173,0.5653886162800803,False
ENSG00000131788,-0.19583896936527623,0.012455230222965621,0.5653886162800803,False
ENSG00000010361,-0.16365694827006916,0.012479516752412531,0.5653886162800803,False
ENSG00000269609,-0.266938939112491,0.012539652971126422,0.5653886162800803,False
ENSG00000162639,-0.46419652922547283,0.012553789145638783,0.5653886162800803,False
ENSG00000273729,-0.2634254867725272,0.012593354446243077,0.5653886162800803,False
ENSG00000054965,-0.197883949061735,0.012607231385426774,0.5653886162800803,False
ENSG00000212916,-0.3684873361110004,0.012616580944566616,0.5653886162800803,False
ENSG00000179241,-0.36030428692976013,0.012616817449815042,0.5653886162800803,False
ENSG00000187720,0.4314465153124676,0.012629850649948027,0.5653886162800803,False
ENSG00000011007,-0.2091664894957619,0.012663714692466858,0.5653886162800803,False
ENSG00000125826,-0.19444774004473508,0.01271381214732755,0.5653886162800803,False
ENSG00000127666,-0.28483206271140826,0.012764379826537086,0.5653886162800803,False
ENSG00000196417,-0.24918231785845912,0.012769488719179736,0.5653886162800803,False
ENSG00000185127,-0.18093552618625042,0.012867733990618486,0.5679124905474889,False
ENSG00000181467,-0.26241099931201295,0.012943579208364918,0.5694347785916452,False
ENSG00000019549,-0.2598522853134879,0.013017292447235356,0.5695168100210953,False
ENSG00000143333,-0.34907176105797866,0.013067104971715177,0.5695168100210953,False
ENSG00000138698,-0.29608498364249813,0.01306952156620669,0.5695168100210953,False
ENSG00000139514,-0.5105030743265391,0.013181193475818457,0.5701008095936186,False
ENSG00000166135,-0.10670312444191854,0.013271548588162718,0.5701008095936186,False
ENSG00000172534,-0.18339079983035322,0.013277705028743533,0.5701008095936186,False
ENSG00000105058,-0.17907864500249104,0.013295617388504669,0.5701008095936186,False
ENSG00000185222,-0.24898109821662961,0.013330775197426026,0.5701008095936186,False
ENSG00000158122,-0.27254467076261824,0.0133641624925033,0.5701008095936186,False
ENSG00000158104,-0.42591234770612685,0.01339813696495357,0.5701008095936186,False
ENSG00000100393,-0.17586824467630002,0.013443837468461513,0.5701008095936186,False
ENSG00000149187,-0.15388269426519852,0.013455538352790564,0.5701008095936186,False
ENSG00000163344,-0.14788733178608027,0.013515074840448933,0.5708668115122142,False
ENSG00000278978,0.2262069131397224,0.013638566800070856,0.5727371676674624,False
ENSG00000259498,-0.610956970298979,0.01382141978432035,0.5727371676674624,False
ENSG00000174804,-0.3302306660572345,0.013953150824091863,0.5727371676674624,False
ENSG00000104856,-0.34987523959692757,0.01400954066123089,0.5727371676674624,False
ENSG00000106571,-0.32525194386453293,0.014070822585095028,0.5727371676674624,False
ENSG00000104904,-0.14397015951241965,0.014088057819535028,0.5727371676674624,False
ENSG00000008513,0.21418534443295378,0.014213351658287124,0.5727371676674624,False
ENSG00000163050,0.3902177235174218,0.014380522566148024,0.5727371676674624,False
ENSG00000188001,-0.5712517488868081,0.014403359099882869,0.5727371676674624,False
ENSG00000124225,-0.4403067511230576,0.014470798370507881,0.5727371676674624,False
ENSG00000158528,-0.24872670644735972,0.014518011172788748,0.5727371676674624,False
ENSG00000105997,-0.2794135781801508,0.014518816568786033,0.5727371676674624,False
ENSG00000205937,-0.15180507004996624,0.014523525445685526,0.5727371676674624,False
ENSG00000245848,-0.5632347695734587,0.014565374292071206,0.5727371676674624,False
ENSG00000161921,-0.2596480235090569,0.014574396674866721,0.5727371676674624,False
ENSG00000180964,-0.2346289446798946,0.014625586461095401,0.5727371676674624,False
ENSG00000105063,-0.14969327866242832,0.014680261160694472,0.5727371676674624,False
ENSG00000165915,-0.2132479399508913,0.014726206349690695,0.5727371676674624,False
ENSG00000108551,-0.521491062696922,0.014754875458664371,0.5727371676674624,False
ENSG00000178127,0.24101186954929998,0.014800407548083117,0.5727371676674624,False
ENSG00000170734,-0.22458423861571353,0.014874349912247788,0.5727371676674624,False
ENSG00000266469,-0.18439061223532538,0.014906744243037529,0.5727371676674624,False
ENSG00000101856,-0.2775704351759334,0.01491141036048162,0.5727371676674624,False
ENSG00000213866,-0.12826249389769018,0.014938632978193964,0.5727371676674624,False
ENSG00000110076,-0.43996501307131086,0.014972843475463885,0.5727371676674624,False
ENSG00000107882,-0.21349543201433097,0.014974454803205075,0.5727371676674624,False
ENSG00000141161,-0.2164610744701143,0.014991648588797743,0.5727371676674624,False
ENSG00000159216,-0.842713857091639,0.014997276879715258,0.5727371676674624,False
ENSG00000141510,-0.27586045848664664,0.015000922821959826,0.5727371676674624,False
ENSG00000259881,-0.5489784214015327,0.015002020643243673,0.5727371676674624,False
